time,used,free
2024-09-04 16:52:43,1904,559
2024-09-04 16:53:43,3578,2437
2024-09-04 16:54:43,4934,1081
2024-09-04 16:55:43,12661,1018
2024-09-04 16:56:43,9029,4730
2024-09-04 16:57:43,8634,13589
2024-09-04 16:58:43,14046,8177
2024-09-04 16:59:43,9078,13145
2024-09-04 17:00:43,15751,6472
2024-09-04 17:01:43,11356,11523
2024-09-04 17:02:43,11146,11733
2024-09-04 17:03:43,17550,5889
2024-09-04 17:04:43,10504,12935
2024-09-04 17:05:43,11044,12395
2024-09-04 17:06:43,13824,9615
2024-09-04 17:07:43,12217,11222
2024-09-04 17:08:43,17007,6432
2024-09-04 17:09:43,20285,3426
2024-09-04 17:10:43,10987,12724
2024-09-04 17:11:43,20061,3650
2024-09-04 17:12:43,17254,6457
2024-09-04 17:13:43,9194,14517
2024-09-04 17:14:43,10072,13639
2024-09-04 17:15:43,15804,7907
2024-09-04 17:16:43,16751,6960
2024-09-04 17:17:43,16105,7606
2024-09-04 17:18:43,12726,10985
2024-09-04 17:19:43,12199,11512
2024-09-04 17:20:43,17853,7138
2024-09-04 17:21:43,16449,8542
2024-09-04 17:22:43,11396,13595
2024-09-04 17:23:43,7912,14807
2024-09-04 17:24:43,12371,10348
2024-09-04 17:25:43,14722,8093
2024-09-04 17:26:43,6787,15516
2024-09-04 17:27:43,16128,6175
2024-09-04 17:28:43,17379,4924
2024-09-04 17:29:43,13551,8752
2024-09-04 17:30:43,21272,2407
2024-09-04 17:31:43,18067,6316
2024-09-04 17:32:43,12135,12248
2024-09-04 17:33:43,12906,11477
2024-09-04 17:34:43,17314,7885
2024-09-04 17:35:43,15341,10546
2024-09-04 17:36:43,14490,11397
2024-09-04 17:37:43,11215,15248
2024-09-04 17:38:43,13528,7911
2024-09-04 17:39:43,14452,6987
2024-09-04 17:40:43,11209,11494
2024-09-04 17:41:43,13546,8469
2024-09-04 17:42:43,9039,12976
2024-09-04 17:43:43,10012,12003
2024-09-04 17:44:43,17501,4514
2024-09-04 17:45:43,14998,7017
2024-09-04 17:46:43,13374,8641
2024-09-04 17:47:43,11526,11177
2024-09-04 17:48:43,17750,4953
2024-09-04 17:49:43,13411,9884
2024-09-04 17:50:43,10024,13271
2024-09-04 17:51:43,14425,8870
2024-09-04 17:52:43,17528,5895
2024-09-04 17:53:43,20681,2742
2024-09-04 17:54:43,10918,11001
2024-09-04 17:55:43,9793,12126
2024-09-04 17:56:43,17675,4244
2024-09-04 17:57:43,10464,11455
2024-09-04 17:58:43,10259,11660
2024-09-04 17:59:43,11725,10194
2024-09-04 18:00:43,14704,7215
2024-09-04 18:01:43,9413,12506
2024-09-04 18:02:43,13651,8268
2024-09-04 18:03:43,17303,5176
2024-09-04 18:04:43,11232,11247
2024-09-04 18:05:43,10289,12190
2024-09-04 18:06:43,12302,10177
2024-09-04 18:07:43,12585,9894
2024-09-04 18:08:43,9496,12983
2024-09-04 18:09:43,9196,13283
2024-09-04 18:10:43,9791,10528
2024-09-04 18:11:43,8912,11407
2024-09-04 18:12:43,15148,11123
2024-09-04 18:13:43,16406,10553
2024-09-04 18:14:43,14503,12456
2024-09-04 18:15:43,9821,17138
2024-09-04 18:16:43,18503,8456
2024-09-04 18:17:43,16529,10430
2024-09-04 18:18:43,13123,14156
2024-09-04 18:19:43,16526,10977
2024-09-04 18:20:43,10241,17262
2024-09-04 18:21:43,15153,12350
2024-09-04 18:22:43,11362,16141
2024-09-04 18:23:43,11513,15990
2024-09-04 18:24:43,21598,5905
2024-09-04 18:25:43,15814,11689
2024-09-04 18:26:43,14277,13226
2024-09-04 18:27:43,11521,15982
2024-09-04 18:28:43,12742,14761
2024-09-04 18:29:43,13055,14448
2024-09-04 18:30:43,11598,15905
2024-09-04 18:31:43,12825,14678
2024-09-04 18:32:43,12806,14697
2024-09-04 18:33:43,11534,15969
2024-09-04 18:34:43,12020,15483
2024-09-04 18:35:43,12626,14877
2024-09-04 18:36:43,12505,14998
2024-09-04 18:37:43,15813,11690
2024-09-04 18:38:43,11531,15972
2024-09-04 18:39:43,15717,11786
2024-09-04 18:40:43,11357,16146
2024-09-04 18:41:43,10364,17139
2024-09-04 18:42:43,11800,15703
2024-09-04 18:43:43,10683,16820
2024-09-04 18:44:43,15582,11921
2024-09-04 18:45:43,11886,16625
2024-09-04 18:46:43,17599,10912
2024-09-04 18:47:43,18525,9986
2024-09-04 18:48:43,9835,19316
2024-09-04 18:49:43,20203,8948
2024-09-04 18:50:43,15027,14124
2024-09-04 18:51:43,18615,10536
2024-09-04 18:52:43,24431,4720
2024-09-04 18:53:43,14373,15834
2024-09-04 18:54:43,8581,21626
2024-09-04 18:55:43,12619,17588
2024-09-04 18:56:43,16030,14177
2024-09-04 18:57:43,17350,12857
2024-09-04 18:58:43,10109,20098
2024-09-04 18:59:43,11315,18892
2024-09-04 19:00:43,10274,19933
2024-09-04 19:01:43,11658,18549
2024-09-04 19:02:43,10386,19821
2024-09-04 19:03:43,14908,15299
2024-09-04 19:04:43,18165,12042
2024-09-04 19:05:43,13830,16377
2024-09-04 19:06:43,13559,16648
2024-09-04 19:07:43,11761,18446
2024-09-04 19:08:43,23751,6456
2024-09-04 19:09:43,19432,10775
2024-09-04 19:10:43,16924,13283
2024-09-04 19:11:43,18340,11867
2024-09-04 19:12:43,14641,15566
2024-09-04 19:13:43,14166,16041
2024-09-04 19:14:43,13144,17063
2024-09-04 19:15:43,19584,10623
2024-09-04 19:16:43,10411,19796
2024-09-04 19:17:43,10502,19705
2024-09-04 19:18:43,11286,18921
2024-09-04 19:19:43,11028,19179
2024-09-04 19:20:43,12006,18201
2024-09-04 19:21:43,13042,17165
2024-09-04 19:22:43,9814,20393
2024-09-04 19:23:43,11938,18269
2024-09-04 19:24:43,19807,10400
2024-09-04 19:25:43,12154,18053
2024-09-04 19:26:43,9979,17124
2024-09-04 19:27:43,17635,9468
2024-09-04 19:28:43,9633,17470
2024-09-04 19:29:43,14957,12242
2024-09-04 19:30:43,12217,17990
2024-09-04 19:31:43,24473,5734
2024-09-04 19:32:43,9922,19357
2024-09-04 19:33:43,12217,17062
2024-09-04 19:34:43,14389,14938
2024-09-04 19:35:43,13758,15569
2024-09-04 19:36:43,17789,11538
2024-09-04 19:37:43,20770,8621
2024-09-04 19:38:43,12450,16941
2024-09-04 19:39:43,17195,12196
2024-09-04 19:40:43,21321,8070
2024-09-04 19:41:43,12972,10019
2024-09-04 19:42:43,9816,13175
2024-09-04 19:43:43,18660,4331
2024-09-04 19:44:43,18250,4741
2024-09-04 19:45:43,10582,11977
2024-09-04 19:46:43,18106,4453
2024-09-04 19:47:43,15227,7332
2024-09-04 19:48:43,10695,11960
2024-09-04 19:49:43,13758,8897
2024-09-04 19:50:43,9588,13067
2024-09-04 19:51:43,11180,11475
2024-09-04 19:52:43,17885,7282
2024-09-04 19:53:43,13496,11671
2024-09-04 19:54:43,14066,11101
2024-09-04 19:55:43,12059,14772
2024-09-04 19:56:43,18582,8249
2024-09-04 19:57:43,9917,16914
2024-09-04 19:58:43,14899,11932
2024-09-04 19:59:43,14801,12686
2024-09-04 20:00:43,10999,17064
2024-09-04 20:01:43,12806,15257
2024-09-04 20:02:43,23838,4225
2024-09-04 20:03:43,10868,17195
2024-09-04 20:04:43,14454,13609
2024-09-04 20:05:43,13395,16812
2024-09-04 20:06:43,11808,18399
2024-09-04 20:07:43,16176,14031
2024-09-04 20:08:43,13260,16947
2024-09-04 20:09:43,10673,19534
2024-09-04 20:10:43,14047,16160
2024-09-04 20:11:43,13535,16672
2024-09-04 20:12:43,9746,20461
2024-09-04 20:13:43,15099,15108
2024-09-04 20:14:43,13191,17016
2024-09-04 20:15:43,18711,11496
2024-09-04 20:16:43,9919,20288
2024-09-04 20:17:43,10297,19910
2024-09-04 20:18:43,14565,15642
2024-09-04 20:19:43,12219,17988
2024-09-04 20:20:43,7571,17228
2024-09-04 20:21:43,8927,15872
2024-09-04 20:22:43,11649,12414
2024-09-04 20:23:43,19398,2633
2024-09-04 20:24:43,15532,6499
2024-09-04 20:25:43,15827,7260
2024-09-04 20:26:43,15669,10266
2024-09-04 20:27:43,14822,11113
2024-09-04 20:28:43,11862,14073
2024-09-04 20:29:43,14838,11097
2024-09-04 20:30:43,14557,11378
2024-09-04 20:31:43,11015,14920
2024-09-04 20:32:43,11801,14134
2024-09-04 20:33:43,18846,7089
2024-09-04 20:34:43,9369,16566
2024-09-04 20:35:43,14536,11399
2024-09-04 20:36:43,14514,11421
2024-09-04 20:37:43,12074,13861
2024-09-04 20:38:43,21114,4821
2024-09-04 20:39:43,12598,10985
2024-09-04 20:40:43,17580,6003
2024-09-04 20:41:43,15107,8876
2024-09-04 20:42:43,11918,13425
2024-09-04 20:43:43,11318,14025
2024-09-04 20:44:43,14896,10447
2024-09-04 20:45:43,19835,5508
2024-09-04 20:46:43,19443,5900
2024-09-04 20:47:43,13022,12321
2024-09-04 20:48:43,11464,13879
2024-09-04 20:49:43,19565,5986
2024-09-04 20:50:43,10251,15300
2024-09-04 20:51:43,13019,12532
2024-09-04 20:52:43,10585,15718
2024-09-04 20:53:43,11112,15191
2024-09-04 20:54:43,7191,16328
2024-09-04 20:55:43,12419,11100
2024-09-04 20:56:43,11380,16459
2024-09-04 20:57:43,14539,15668
2024-09-04 20:58:43,19249,10958
2024-09-04 20:59:43,8666,20677
2024-09-04 21:00:43,12863,16480
2024-09-04 21:01:43,11660,15603
2024-09-04 21:02:43,12665,14598
2024-09-04 21:03:43,15649,11614
2024-09-04 21:04:43,8198,19065
2024-09-04 21:05:43,10088,17175
2024-09-04 21:06:43,13595,13668
2024-09-04 21:07:43,13731,13532
2024-09-04 21:08:43,12241,15022
2024-09-04 21:09:43,11926,15337
2024-09-04 21:10:43,12852,14411
2024-09-04 21:11:43,15605,11658
2024-09-04 21:12:43,10613,16650
2024-09-04 21:13:43,10192,17071
2024-09-04 21:14:43,14097,13166
2024-09-04 21:15:43,15369,11894
2024-09-04 21:16:43,12130,15133
2024-09-04 21:17:43,17978,9285
2024-09-04 21:18:43,17322,9941
2024-09-04 21:19:43,10437,16826
2024-09-04 21:20:43,11058,16205
2024-09-04 21:21:43,15611,11652
2024-09-04 21:22:43,11609,15654
2024-09-04 21:23:43,10075,17188
2024-09-04 21:24:43,13679,13584
2024-09-04 21:25:43,12498,14765
2024-09-04 21:26:43,15697,11566
2024-09-04 21:27:43,11833,15430
2024-09-04 21:28:43,19054,8209
2024-09-04 21:29:43,11654,15609
2024-09-04 21:30:43,22046,5217
2024-09-04 21:31:43,8131,17468
2024-09-04 21:32:43,8365,17234
2024-09-04 21:33:43,17587,8012
2024-09-04 21:34:43,14030,11569
2024-09-04 21:35:43,12272,13327
2024-09-04 21:36:43,9794,15805
2024-09-04 21:37:43,10168,15431
2024-09-04 21:38:43,12127,12512
2024-09-04 21:39:43,8993,16558
2024-09-04 21:40:43,15581,9970
2024-09-04 21:41:43,15588,9963
2024-09-04 21:42:43,13125,12426
2024-09-04 21:43:43,14183,11368
2024-09-04 21:44:43,13134,12417
2024-09-04 21:45:43,10608,14943
2024-09-04 21:46:43,9947,15604
2024-09-04 21:47:43,14262,11289
2024-09-04 21:48:43,16718,8833
2024-09-04 21:49:43,11528,14023
2024-09-04 21:50:43,12265,13286
2024-09-04 21:51:43,14982,10569
2024-09-04 21:52:43,19403,6148
2024-09-04 21:53:43,12245,13306
2024-09-04 21:54:43,12458,13093
2024-09-04 21:55:43,13450,12101
2024-09-04 21:56:43,11128,15559
2024-09-04 21:57:43,14085,12602
2024-09-04 21:58:43,7932,17667
2024-09-04 21:59:43,17245,8354
2024-09-04 22:00:43,14353,11822
2024-09-04 22:01:43,12315,14868
2024-09-04 22:02:43,15488,11695
2024-09-04 22:03:43,14438,12745
2024-09-04 22:04:43,16397,10786
2024-09-04 22:05:43,18452,9115
2024-09-04 22:06:43,17763,9804
2024-09-04 22:07:43,16534,11033
2024-09-04 22:08:43,17505,10062
2024-09-04 22:09:43,15431,12136
2024-09-04 22:10:43,11827,16268
2024-09-04 22:11:43,15702,12393
2024-09-04 22:12:43,15493,12602
2024-09-04 22:13:43,19410,8685
2024-09-04 22:14:43,19624,8471
2024-09-04 22:15:43,14201,13894
2024-09-04 22:16:43,13530,14565
2024-09-04 22:17:43,14947,13148
2024-09-04 22:18:43,15871,12224
2024-09-04 22:19:43,20761,9318
2024-09-04 22:20:43,11324,18755
2024-09-04 22:21:43,13264,16815
2024-09-04 22:22:43,11619,18460
2024-09-04 22:23:43,10189,19890
2024-09-04 22:24:43,10639,19440
2024-09-04 22:25:43,10942,19137
2024-09-04 22:26:43,10452,19627
2024-09-04 22:27:43,15074,15005
2024-09-04 22:28:43,14136,15943
2024-09-04 22:29:43,12549,17530
2024-09-04 22:30:43,13271,16808
2024-09-04 22:31:43,14347,15732
2024-09-04 22:32:43,8749,17650
2024-09-04 22:33:43,10547,15852
2024-09-04 22:34:43,11070,15329
2024-09-04 22:35:43,9740,14531
2024-09-04 22:36:43,15234,9037
2024-09-04 22:37:43,13801,10710
2024-09-04 22:38:43,9530,14981
2024-09-04 22:39:43,8633,15878
2024-09-04 22:40:43,10424,14087
2024-09-04 22:41:43,9666,14845
2024-09-04 22:42:43,16043,8468
2024-09-04 22:43:43,10645,13866
2024-09-04 22:44:43,17797,6714
2024-09-04 22:45:43,18687,5824
2024-09-04 22:46:43,14210,10541
2024-09-04 22:47:43,15682,9069
2024-09-04 22:48:43,14660,10091
2024-09-04 22:49:43,9228,16051
2024-09-04 22:50:43,9846,15433
2024-09-04 22:51:43,15447,9832
2024-09-04 22:52:43,12175,11728
2024-09-04 22:53:43,11606,12697
2024-09-04 22:54:43,11514,12789
2024-09-04 22:55:43,14078,10225
2024-09-04 22:56:43,14221,10082
2024-09-04 22:57:43,10382,13921
2024-09-04 22:58:43,12396,11907
2024-09-04 22:59:43,9704,14599
2024-09-04 23:00:43,13658,10645
2024-09-04 23:01:43,13418,11125
2024-09-04 23:02:43,17144,7399
2024-09-04 23:03:44,11713,12830
2024-09-04 23:04:44,9808,14735
2024-09-04 23:05:44,10446,15137
2024-09-04 23:06:44,13941,11642
2024-09-04 23:07:44,11956,13627
2024-09-04 23:08:44,10243,15340
2024-09-04 23:09:44,10469,15114
2024-09-04 23:10:44,11449,14134
2024-09-04 23:11:44,13660,11923
2024-09-04 23:12:44,13443,12140
2024-09-04 23:13:44,12664,12919
2024-09-04 23:14:44,8428,17155
2024-09-04 23:15:44,14311,11272
2024-09-04 23:16:44,10061,15522
2024-09-04 23:17:44,12637,12946
2024-09-04 23:18:44,12997,12586
2024-09-04 23:19:44,8215,17544
2024-09-04 23:20:44,18959,6800
2024-09-04 23:21:44,12553,13206
2024-09-04 23:22:44,10114,16109
2024-09-04 23:23:44,13350,12873
2024-09-04 23:24:44,15457,10766
2024-09-04 23:25:44,11839,14384
2024-09-04 23:26:44,13303,12920
2024-09-04 23:27:44,13239,12984
2024-09-04 23:28:44,12673,13550
2024-09-04 23:29:44,16722,9501
2024-09-04 23:30:44,15044,11179
2024-09-04 23:31:44,13432,12791
2024-09-04 23:32:44,9961,16262
2024-09-04 23:33:44,11657,14566
2024-09-04 23:34:44,11333,14890
2024-09-04 23:35:44,15019,12180
2024-09-04 23:36:44,7856,15183
2024-09-04 23:37:44,15092,7947
2024-09-04 23:38:44,12855,10184
2024-09-04 23:39:44,10440,12599
2024-09-04 23:40:44,10963,12076
2024-09-04 23:41:44,12889,10150
2024-09-04 23:42:44,16647,7832
2024-09-04 23:43:44,11105,13374
2024-09-04 23:44:44,12173,12306
2024-09-04 23:45:44,11071,13408
2024-09-04 23:46:44,15077,9642
2024-09-04 23:47:44,12904,11815
2024-09-04 23:48:44,7939,15644
2024-09-04 23:49:44,6418,14653
2024-09-04 23:50:44,11289,9782
2024-09-04 23:51:44,13550,8833
2024-09-04 23:52:44,13653,8730
2024-09-04 23:53:44,13058,9325
2024-09-04 23:54:44,16939,7780
2024-09-04 23:55:44,13867,10852
2024-09-04 23:56:44,12915,11804
2024-09-04 23:57:44,14632,10087
2024-09-04 23:58:44,18769,5950
2024-09-04 23:59:44,11631,13088
2024-09-05 00:00:44,16708,7083
2024-09-05 00:01:44,11117,13634
2024-09-05 00:02:44,10384,14367
2024-09-05 00:03:44,13750,11001
2024-09-05 00:04:44,13922,10829
2024-09-05 00:05:44,11390,13361
2024-09-05 00:06:44,18352,6399
2024-09-05 00:07:44,18396,6355
2024-09-05 00:08:44,11129,14102
2024-09-05 00:09:44,9886,16465
2024-09-05 00:10:44,17658,8901
2024-09-05 00:11:44,10645,15914
2024-09-05 00:12:44,10731,15828
2024-09-05 00:13:44,15700,10859
2024-09-05 00:14:44,18155,8404
2024-09-05 00:15:44,11702,14857
2024-09-05 00:16:44,9646,16913
2024-09-05 00:17:44,9984,16575
2024-09-05 00:18:44,10965,15594
2024-09-05 00:19:44,10838,15721
2024-09-05 00:20:44,9216,17343
2024-09-05 00:21:44,10679,15880
2024-09-05 00:22:44,12225,14334
2024-09-05 00:23:44,10576,15983
2024-09-05 00:24:44,8011,17220
2024-09-05 00:25:44,12674,12557
2024-09-05 00:26:44,14087,11144
2024-09-05 00:27:44,12552,12679
2024-09-05 00:28:44,17691,7540
2024-09-05 00:29:44,10239,14992
2024-09-05 00:30:44,14015,11216
2024-09-05 00:31:44,8089,17142
2024-09-05 00:32:44,9214,16017
2024-09-05 00:33:44,10302,14929
2024-09-05 00:34:44,11757,13474
2024-09-05 00:35:44,10614,14617
2024-09-05 00:36:44,18230,7001
2024-09-05 00:37:44,14584,12647
2024-09-05 00:38:44,12425,14806
2024-09-05 00:39:44,9822,17409
2024-09-05 00:40:44,12136,12951
2024-09-05 00:41:44,15497,9590
2024-09-05 00:42:44,13170,11917
2024-09-05 00:43:44,13400,11687
2024-09-05 00:44:44,9870,15217
2024-09-05 00:45:44,15941,9146
2024-09-05 00:46:44,11990,13097
2024-09-05 00:47:44,12783,12304
2024-09-05 00:48:44,10791,14296
2024-09-05 00:49:44,14304,10783
2024-09-05 00:50:44,15288,9799
2024-09-05 00:51:44,8427,15956
2024-09-05 00:52:44,9665,14718
2024-09-05 00:53:44,12441,11942
2024-09-05 00:54:44,11540,12843
2024-09-05 00:55:44,10381,14002
2024-09-05 00:56:44,9638,14985
2024-09-05 00:57:44,11977,12646
2024-09-05 00:58:44,9989,14634
2024-09-05 00:59:44,9993,14630
2024-09-05 01:00:44,14952,9671
2024-09-05 01:01:44,12664,11959
2024-09-05 01:02:44,10875,16244
2024-09-05 01:03:44,10501,17242
2024-09-05 01:04:44,12511,9360
2024-09-05 01:05:44,11751,10456
2024-09-05 01:06:44,14031,8176
2024-09-05 01:07:44,14631,7576
2024-09-05 01:08:44,8241,13966
2024-09-05 01:09:44,9592,12615
2024-09-05 01:10:44,10240,11967
2024-09-05 01:11:44,11149,11058
2024-09-05 01:12:44,10429,11778
2024-09-05 01:13:44,12227,9980
2024-09-05 01:14:44,10096,13903
2024-09-05 01:15:44,12051,11948
2024-09-05 01:16:44,10784,13215
2024-09-05 01:17:44,16997,8266
2024-09-05 01:18:44,12449,12814
2024-09-05 01:19:44,14501,10762
2024-09-05 01:20:44,15716,9547
2024-09-05 01:21:44,15344,9919
2024-09-05 01:22:44,10087,15176
2024-09-05 01:23:44,16199,9064
2024-09-05 01:24:44,13611,12404
2024-09-05 01:25:44,11598,14417
2024-09-05 01:26:44,19429,6586
2024-09-05 01:27:44,11050,14965
2024-09-05 01:28:44,11174,14841
2024-09-05 01:29:44,11807,14208
2024-09-05 01:30:44,10776,15239
2024-09-05 01:31:44,9575,16440
2024-09-05 01:32:44,10586,15429
2024-09-05 01:33:44,9982,16033
2024-09-05 01:34:44,11096,14919
2024-09-05 01:35:44,11516,14499
2024-09-05 01:36:44,13004,13011
2024-09-05 01:37:44,14477,11538
2024-09-05 01:38:44,10739,15276
2024-09-05 01:39:44,10876,15139
2024-09-05 01:40:44,9797,16218
2024-09-05 01:41:44,9913,16102
2024-09-05 01:42:44,8951,14312
2024-09-05 01:43:44,11892,11371
2024-09-05 01:44:44,11405,11698
2024-09-05 01:45:44,13367,9736
2024-09-05 01:46:44,11173,11930
2024-09-05 01:47:44,14209,8894
2024-09-05 01:48:44,11616,11487
2024-09-05 01:49:44,11121,11982
2024-09-05 01:50:44,11610,11493
2024-09-05 01:51:44,10268,14419
2024-09-05 01:52:44,9852,14835
2024-09-05 01:53:44,11188,13499
2024-09-05 01:54:44,13846,10841
2024-09-05 01:55:44,14865,9822
2024-09-05 01:56:44,11643,13044
2024-09-05 01:57:44,10633,14054
2024-09-05 01:58:44,11580,13331
2024-09-05 01:59:44,10712,14199
2024-09-05 02:00:44,11500,13411
2024-09-05 02:01:44,10893,14018
2024-09-05 02:02:44,10446,14465
2024-09-05 02:03:44,13102,11809
2024-09-05 02:04:44,12440,12471
2024-09-05 02:05:44,15261,9650
2024-09-05 02:06:44,11934,12977
2024-09-05 02:07:44,6765,18146
2024-09-05 02:08:44,9813,15098
2024-09-05 02:09:44,8224,16687
2024-09-05 02:10:44,10179,14732
2024-09-05 02:11:44,10280,14631
2024-09-05 02:12:44,10568,14343
2024-09-05 02:13:44,12437,12474
2024-09-05 02:14:44,9460,15451
2024-09-05 02:15:44,11643,13268
2024-09-05 02:16:44,9934,14977
2024-09-05 02:17:44,9586,15325
2024-09-05 02:18:44,10419,14492
2024-09-05 02:19:44,14745,10166
2024-09-05 02:20:44,11010,13901
2024-09-05 02:21:44,11198,13713
2024-09-05 02:22:44,15297,9614
2024-09-05 02:23:44,13139,11772
2024-09-05 02:24:44,8062,16849
2024-09-05 02:25:44,10088,14823
2024-09-05 02:26:44,9243,15668
2024-09-05 02:27:44,13859,11052
2024-09-05 02:28:44,16040,8871
2024-09-05 02:29:44,10686,14225
2024-09-05 02:30:44,11500,13411
2024-09-05 02:31:44,12840,12071
2024-09-05 02:32:44,11182,13729
2024-09-05 02:33:44,10903,14008
2024-09-05 02:34:44,11160,14167
2024-09-05 02:35:44,10507,14820
2024-09-05 02:36:44,10561,14766
2024-09-05 02:37:44,11966,10817
2024-09-05 02:38:44,9974,12809
2024-09-05 02:39:44,12070,10713
2024-09-05 02:40:44,8136,14647
2024-09-05 02:41:44,9248,13535
2024-09-05 02:42:44,10018,12765
2024-09-05 02:43:44,6123,16660
2024-09-05 02:44:44,8356,14427
2024-09-05 02:45:44,7178,15605
2024-09-05 02:46:44,6536,13783
2024-09-05 02:47:44,7256,13063
2024-09-05 02:48:44,9326,10993
2024-09-05 02:49:44,10076,10243
2024-09-05 02:50:44,9022,11297
2024-09-05 02:51:44,7420,12899
2024-09-05 02:52:44,6353,13966
2024-09-05 02:53:44,10040,10279
2024-09-05 02:54:44,6961,13358
2024-09-05 02:55:44,8706,11613
2024-09-05 02:56:44,6779,13284
2024-09-05 02:57:44,9950,10113
2024-09-05 02:58:44,9517,10546
2024-09-05 02:59:44,8927,11136
2024-09-05 03:00:44,7170,12893
2024-09-05 03:01:44,6503,13400
2024-09-05 03:02:44,6694,14697
2024-09-05 03:03:44,6851,14540
2024-09-05 03:04:44,6673,14510
2024-09-05 03:05:44,8063,13120
2024-09-05 03:06:44,9786,11397
2024-09-05 03:07:44,9828,11355
2024-09-05 03:08:44,11023,10528
2024-09-05 03:09:44,7275,14276
2024-09-05 03:10:44,7284,14267
2024-09-05 03:11:44,7526,14025
2024-09-05 03:12:44,9281,12270
2024-09-05 03:13:44,10499,11052
2024-09-05 03:14:44,11124,10427
2024-09-05 03:15:44,11013,10538
2024-09-05 03:16:44,9823,11728
2024-09-05 03:17:44,10249,11302
2024-09-05 03:18:44,10055,11496
2024-09-05 03:19:44,10721,10830
2024-09-05 03:20:44,11405,10146
2024-09-05 03:21:44,9835,11716
2024-09-05 03:22:44,6599,14952
2024-09-05 03:23:44,8412,9779
2024-09-05 03:24:44,5468,12723
2024-09-05 03:25:44,9138,9053
2024-09-05 03:26:44,7441,10750
2024-09-05 03:27:44,6392,11799
2024-09-05 03:28:44,8800,9391
2024-09-05 03:29:44,8661,14154
2024-09-05 03:30:44,8637,14178
2024-09-05 03:31:44,10783,12032
2024-09-05 03:32:44,8218,14597
2024-09-05 03:33:44,7595,15220
2024-09-05 03:34:44,3291,7748
2024-09-05 03:35:44,3419,7620
